都道府県コード又は市区町村コード,都道府県名,市区町村名,調査年月日,地域名,総人口,男性,女性,0-4歳の男性,0-4歳の女性,5-9歳の男性,5-9歳の女性,10-14歳の男性,10-14歳の女性,15-19歳の男性,15-19歳の女性,20-24歳の男性,20-24歳の女性,25-29歳の男性,25-29歳の女性,30-34歳の男性,30-34歳の女性,35-39歳の男性,35-39歳の女性,40-44歳の男性,40-44歳の女性,45-49歳の男性,45-49歳の女性,50-54歳の男性,50-54歳の女性,55-59歳の男性,55-59歳の女性,60-64歳の男性,60-64歳の女性,65-69歳の男性,65-69歳の女性,70-74歳の男性,70-74歳の女性,75-79歳の男性,75-79歳の女性,80-84歳の男性,80-84歳の女性,85-89歳の男性,85-89歳の女性,90歳以上の男性,90歳以上の女性,世帯数,備考
032018,岩手県,盛岡市,2025-09-30,東新庄一丁目,463,225,238,5,11,10,2,7,13,12,7,7,9,9,9,10,5,18,22,14,13,13,14,18,13,13,11,19,26,12,12,20,10,12,21,13,12,7,16,6,12,230,
032018,岩手県,盛岡市,2025-09-30,東新庄二丁目,619,297,322,7,8,2,12,6,9,18,10,11,3,7,5,8,13,18,9,19,21,28,24,26,23,21,22,23,22,25,21,22,31,35,26,10,29,6,16,5,18,325,
032018,岩手県,盛岡市,2025-09-30,東桜山（※3）,433,217,216,4,7,7,7,9,4,6,7,9,6,9,4,15,12,8,12,12,9,18,14,14,9,20,15,15,22,15,18,16,17,19,19,11,7,6,11,4,16,231,※3　加賀野字を含む。
032018,岩手県,盛岡市,2025-09-30,つつじが丘,1066,492,574,13,5,11,12,14,14,14,19,19,8,18,15,15,15,19,16,17,24,22,23,45,45,45,51,42,38,32,33,43,48,26,53,36,66,40,50,21,39,573,
032018,岩手県,盛岡市,2025-09-30,東山一丁目,1769,833,936,13,10,40,27,53,29,44,32,39,46,35,47,34,40,41,47,44,52,54,57,69,64,62,58,62,65,57,79,55,65,58,87,38,51,19,46,16,34,967,
032018,岩手県,盛岡市,2025-09-30,東山二丁目,587,284,303,7,7,9,13,14,15,8,9,7,5,7,4,15,13,18,14,12,13,23,21,24,22,17,18,16,16,21,21,17,20,28,32,27,27,4,18,10,15,296,
032018,岩手県,盛岡市,2025-09-30,川目町,504,254,250,3,4,1,5,4,11,10,8,16,8,19,12,11,6,12,6,16,13,20,15,18,18,22,18,28,18,15,18,17,21,15,25,18,23,7,9,2,12,273,
032018,岩手県,盛岡市,2025-09-30,東安庭一丁目,1352,636,716,10,16,21,14,40,35,58,81,65,62,32,24,16,21,17,17,23,32,66,82,98,112,81,78,41,33,20,29,19,14,13,26,10,15,2,11,4,14,525,
032018,岩手県,盛岡市,2025-09-30,東安庭二丁目,350,171,179,5,6,4,2,2,4,7,7,8,9,14,11,10,10,7,5,12,6,8,7,22,15,18,19,16,19,12,6,8,3,6,21,6,11,5,11,1,7,194,
032018,岩手県,盛岡市,2025-09-30,東安庭三丁目,644,330,314,8,5,6,3,18,11,17,13,14,18,17,16,17,22,30,16,25,29,34,22,29,33,20,26,16,21,22,16,22,18,19,24,11,15,5,2,0,4,348,
032018,岩手県,盛岡市,2025-09-30,門一丁目,869,416,453,17,15,9,20,21,16,16,16,17,19,41,37,35,30,35,34,39,44,30,26,43,31,27,39,25,37,22,34,18,19,14,16,2,6,5,6,0,8,484,
032018,岩手県,盛岡市,2025-09-30,門二丁目,712,362,350,17,13,17,7,12,11,12,4,9,21,21,33,30,27,28,25,34,20,28,32,28,36,26,19,35,27,28,23,10,13,13,14,12,7,1,7,1,11,409,
032018,岩手県,盛岡市,2025-09-30,浅岸一丁目,676,324,352,10,8,17,10,23,29,29,23,13,9,10,9,8,9,14,21,18,26,30,40,39,29,21,16,13,22,29,20,19,22,15,21,9,8,4,18,3,12,313,
032018,岩手県,盛岡市,2025-09-30,浅岸二丁目,668,298,370,5,13,16,16,10,17,17,10,8,8,13,12,11,19,23,22,21,23,16,22,19,21,18,24,33,28,22,28,23,24,18,19,10,23,10,21,5,20,341,
032018,岩手県,盛岡市,2025-09-30,浅岸三丁目,1355,619,736,33,31,40,33,50,68,41,40,21,32,33,27,32,34,33,55,57,63,60,62,65,58,40,38,36,28,16,12,15,24,17,28,17,24,8,36,5,43,630,
032018,岩手県,盛岡市,2025-09-30,盛岡駅前通,792,352,440,9,3,6,12,21,25,19,24,20,21,12,17,14,13,14,16,21,26,28,42,51,59,39,46,30,42,24,24,17,23,11,21,12,11,4,8,0,7,417,
032018,岩手県,盛岡市,2025-09-30,盛岡駅前北通,1147,511,636,10,3,10,8,14,6,16,25,31,48,16,32,14,19,25,22,25,27,23,35,41,40,44,72,68,68,63,85,42,55,32,41,18,23,13,18,6,9,688,
032018,岩手県,盛岡市,2025-09-30,盛岡駅西通一丁目,1400,638,762,31,26,29,24,23,27,24,39,29,38,34,35,38,45,50,46,46,47,43,60,68,84,63,63,38,53,37,42,28,37,24,38,17,32,14,20,2,6,718,
032018,岩手県,盛岡市,2025-09-30,盛岡駅西通二丁目,602,287,315,5,5,4,4,12,8,21,15,24,23,14,15,16,9,16,11,16,20,22,19,32,38,26,34,27,31,17,23,9,22,17,19,2,7,5,5,2,7,345,
032018,岩手県,盛岡市,2025-09-30,夕顔瀬町,1070,482,588,7,5,14,13,16,21,26,15,31,46,36,30,37,29,20,27,19,40,38,32,38,46,25,53,50,41,42,52,33,42,25,35,18,28,1,14,6,19,614,
032018,岩手県,盛岡市,2025-09-30,北夕顔瀬町,1137,554,583,25,19,19,21,24,14,28,33,26,28,41,35,44,37,41,34,47,27,45,44,31,36,29,30,27,46,36,40,36,50,32,33,20,21,0,19,3,16,617,
032018,岩手県,盛岡市,2025-09-30,前九年一丁目,543,283,260,8,6,9,8,9,9,25,5,30,21,25,22,22,19,19,12,12,21,18,15,20,21,19,18,11,12,21,20,8,10,14,10,7,12,2,7,4,12,321,
032018,岩手県,盛岡市,2025-09-30,前九年二丁目,979,455,524,13,15,24,25,17,22,14,14,29,30,23,27,32,35,27,33,38,33,39,39,29,36,32,35,35,37,34,24,19,28,22,31,14,19,8,23,6,18,550,
032018,岩手県,盛岡市,2025-09-30,前九年三丁目,1887,902,985,35,15,33,23,31,25,40,37,57,61,51,54,55,60,55,47,54,55,68,77,82,72,76,71,69,70,39,57,49,65,42,73,38,52,14,39,14,32,1053,
032018,岩手県,盛岡市,2025-09-30,安倍館町,1075,490,585,5,15,14,12,20,15,20,20,42,17,42,34,27,30,17,31,31,32,31,34,36,65,46,39,31,40,28,28,29,41,31,37,22,32,12,32,6,31,611,
032018,岩手県,盛岡市,2025-09-30,新田町,1191,567,624,15,19,15,9,16,14,27,26,36,38,53,53,49,44,31,27,28,29,34,36,39,44,45,39,47,49,45,52,38,46,26,42,10,25,8,16,5,16,687,
032018,岩手県,盛岡市,2025-09-30,城西町,1031,479,552,15,11,20,16,12,21,19,26,32,22,36,31,34,27,35,26,30,27,35,38,25,36,31,38,38,47,39,45,29,32,21,37,14,23,10,23,4,26,569,
032018,岩手県,盛岡市,2025-09-30,境田町,1424,679,745,32,12,25,31,37,26,40,32,29,31,31,31,51,41,54,40,53,61,51,45,39,52,43,54,43,49,47,52,33,45,31,53,19,35,13,30,8,25,715,
032018,岩手県,盛岡市,2025-09-30,天昌寺町,692,336,356,16,8,8,9,5,14,14,17,22,35,15,14,22,10,20,20,26,27,21,21,22,27,24,13,19,25,29,25,31,25,17,28,15,16,3,12,7,10,378,
032018,岩手県,盛岡市,2025-09-30,中屋敷町,927,422,505,10,17,9,8,22,22,25,16,13,18,18,15,13,12,17,20,36,30,27,30,38,41,35,43,30,30,29,41,35,43,27,44,22,29,9,29,7,17,482,
032018,岩手県,盛岡市,2025-09-30,青山一丁目,1163,536,627,18,26,37,28,40,37,53,42,36,36,17,20,21,19,36,38,27,44,49,52,39,44,44,46,26,36,30,25,20,33,22,31,5,38,7,15,9,17,588,
032018,岩手県,盛岡市,2025-09-30,青山二丁目,750,312,438,3,7,12,15,10,12,15,12,9,11,10,13,12,11,13,24,21,21,20,27,23,24,22,23,34,26,26,47,24,42,33,51,13,27,7,26,5,19,426,
032018,岩手県,盛岡市,2025-09-30,青山三丁目,1583,700,883,8,15,33,30,48,36,38,39,38,27,26,34,23,31,27,38,48,52,46,68,65,64,58,66,82,91,44,59,45,73,35,63,23,42,10,28,3,27,882,
032018,岩手県,盛岡市,2025-09-30,青山四丁目,1115,561,554,12,4,19,12,27,18,20,18,21,21,26,18,25,15,32,19,31,29,50,32,46,50,52,43,48,50,36,44,32,51,37,47,25,30,15,22,7,31,621,
032018,岩手県,盛岡市,2025-09-30,上堂一丁目,1610,746,864,38,33,31,38,32,29,27,36,30,37,52,45,59,50,55,55,51,59,44,51,62,53,38,52,38,58,44,49,42,50,48,61,32,37,19,38,4,33,868,
032018,岩手県,盛岡市,2025-09-30,上堂二丁目,431,209,222,7,8,6,4,9,11,10,9,10,6,13,12,15,8,15,13,10,14,25,20,14,17,16,19,10,15,13,11,8,16,14,8,6,15,4,7,4,9,222,
032018,岩手県,盛岡市,2025-09-30,上堂三丁目,1325,648,677,13,19,20,26,32,26,22,27,49,40,43,41,37,35,26,31,42,36,55,57,71,47,38,38,30,37,41,31,40,47,41,51,28,32,13,36,7,20,716,
032018,岩手県,盛岡市,2025-09-30,上堂四丁目,527,268,259,19,4,6,2,5,11,7,10,20,16,18,19,24,11,16,19,16,9,24,18,18,24,18,15,14,16,15,16,11,14,17,21,11,15,4,10,5,9,281,
032018,岩手県,盛岡市,2025-09-30,月が丘一丁目,1357,621,736,14,9,25,21,21,16,19,26,27,40,29,30,27,28,31,25,37,61,49,42,56,57,49,51,48,59,53,51,45,46,36,55,24,45,13,39,18,35,755,
032018,岩手県,盛岡市,2025-09-30,月が丘二丁目,924,400,524,10,10,18,6,15,24,29,29,24,20,17,16,13,18,12,17,17,38,34,31,27,50,34,39,29,42,21,35,28,39,41,43,12,32,11,23,8,12,493,
032018,岩手県,盛岡市,2025-09-30,月が丘三丁目,2474,1097,1377,29,27,37,40,48,53,62,45,46,45,49,56,48,47,55,57,71,86,65,73,76,106,78,97,83,94,76,82,73,110,81,104,48,99,49,93,23,63,1292,
032018,岩手県,盛岡市,2025-09-30,西青山一丁目,1263,560,703,17,17,21,32,41,41,37,36,24,24,32,24,28,33,28,35,48,51,45,48,39,47,36,50,29,36,24,44,40,46,34,40,18,45,10,26,9,28,607,
032018,岩手県,盛岡市,2025-09-30,西青山二丁目,2244,1032,1212,33,49,55,52,44,46,34,54,37,55,38,38,65,67,70,66,64,72,73,58,85,81,63,77,78,72,72,77,60,84,64,78,41,68,35,56,21,62,1082,
032018,岩手県,盛岡市,2025-09-30,西青山三丁目,2967,1399,1568,48,53,71,50,58,60,65,67,48,54,63,72,75,68,76,89,103,110,110,92,104,110,96,102,95,103,79,91,85,94,94,147,64,95,46,63,19,48,1475,
032018,岩手県,盛岡市,2025-09-30,南青山町,1596,690,906,17,22,33,28,29,33,36,49,31,30,19,28,37,38,30,57,35,35,52,73,65,68,57,65,56,49,37,53,47,67,45,57,26,48,24,56,14,50,831,
032018,岩手県,盛岡市,2025-09-30,大新町,1263,596,667,15,22,32,22,32,23,29,13,15,15,29,31,34,39,29,35,42,37,39,40,35,44,48,44,33,55,48,53,40,53,47,47,26,34,13,32,10,28,636,
032018,岩手県,盛岡市,2025-09-30,北天昌寺町,1650,771,879,40,35,36,34,28,40,28,32,33,32,28,37,48,61,56,48,59,53,55,67,53,51,52,49,53,60,47,46,42,55,39,62,35,50,23,39,16,28,815,
032018,岩手県,盛岡市,2025-09-30,稲荷町,540,268,272,14,4,9,10,11,9,7,7,15,15,19,15,22,19,15,13,14,8,20,10,20,23,19,15,18,9,16,20,12,20,19,16,9,21,7,16,2,22,296,
032018,岩手県,盛岡市,2025-09-30,大館町,2013,943,1070,38,30,51,38,48,49,36,37,56,54,45,66,54,41,57,59,71,82,63,71,89,74,65,63,40,54,40,65,65,71,58,88,29,62,29,31,9,35,987,
032018,岩手県,盛岡市,2025-09-30,長橋町,2242,1097,1145,27,29,35,43,95,107,119,98,79,68,31,41,34,38,39,44,70,87,116,133,144,152,100,87,73,57,43,45,32,36,33,23,13,31,11,17,3,9,861,
032018,岩手県,盛岡市,2025-09-30,中堤町,2411,1127,1284,41,31,53,60,51,61,59,59,48,44,49,43,53,69,62,58,73,71,73,80,81,92,80,80,58,69,85,88,74,73,70,73,48,90,42,82,27,61,1139,
032018,岩手県,盛岡市,2025-09-30,厨川一丁目,303,148,155,6,1,2,6,5,5,7,4,16,11,6,3,10,5,8,4,12,12,2,10,8,8,10,9,11,9,14,10,11,16,11,15,6,8,0,8,3,11,178,
032018,岩手県,盛岡市,2025-09-30,厨川二丁目,1457,655,802,20,18,23,27,37,31,31,30,34,30,33,33,40,33,45,29,47,52,50,52,49,62,43,57,46,54,45,62,47,71,33,83,21,31,7,33,4,14,782,
032018,岩手県,盛岡市,2025-09-30,厨川三丁目,277,130,147,2,2,6,4,11,6,9,2,4,6,5,5,2,2,12,8,8,10,13,14,7,11,9,11,9,8,9,8,8,13,10,11,2,9,3,4,1,13,141,
032018,岩手県,盛岡市,2025-09-30,厨川四丁目,727,345,382,13,8,11,16,10,13,19,19,28,20,15,19,14,18,23,25,27,25,24,36,32,25,26,24,24,27,23,28,23,28,16,18,7,13,8,10,2,10,413,
032018,岩手県,盛岡市,2025-09-30,厨川五丁目,1257,599,658,17,11,21,10,23,28,31,28,32,24,35,26,36,25,31,21,25,44,39,40,49,35,36,33,30,57,61,45,45,71,47,71,21,34,16,35,4,20,669,
032018,岩手県,盛岡市,2025-09-30,みたけ一丁目,280,144,136,4,3,4,4,5,6,6,6,11,7,6,8,10,4,4,11,9,9,11,9,19,11,8,11,11,11,10,8,7,11,9,6,7,4,3,3,0,4,153,
032018,岩手県,盛岡市,2025-09-30,みたけ二丁目,976,480,496,20,12,21,16,19,22,32,21,27,23,33,20,29,41,28,36,25,36,42,29,44,45,33,34,34,41,37,27,18,18,13,22,8,24,15,12,2,17,491,
032018,岩手県,盛岡市,2025-09-30,みたけ三丁目,1490,676,814,25,23,32,32,26,31,36,47,40,23,26,38,32,41,38,41,44,46,46,61,66,66,50,58,55,55,44,43,29,39,35,50,25,52,17,40,10,28,701,
032018,岩手県,盛岡市,2025-09-30,みたけ四丁目,2046,950,1096,19,21,30,27,43,41,58,50,49,54,55,54,35,40,52,48,51,58,73,69,74,85,73,83,73,84,61,62,66,57,46,84,36,65,32,68,24,46,1048,
032018,岩手県,盛岡市,2025-09-30,みたけ五丁目,1247,598,649,17,12,29,22,21,24,29,24,27,26,28,33,25,25,37,27,43,50,44,38,40,55,46,47,63,63,41,45,38,46,27,38,19,30,15,28,9,16,579,
032018,岩手県,盛岡市,2025-09-30,みたけ六丁目,1430,668,762,16,12,22,23,43,44,36,55,30,37,35,41,30,26,42,42,52,54,54,58,58,56,42,55,49,56,44,52,44,51,39,46,19,28,10,17,3,9,645,
032018,岩手県,盛岡市,2025-09-30,仙北一丁目,780,363,417,10,14,10,16,16,13,14,23,27,19,27,17,24,23,19,23,17,23,30,36,35,36,27,34,23,23,12,24,18,22,23,26,16,16,12,15,3,14,420,
032018,岩手県,盛岡市,2025-09-30,仙北二丁目,1332,628,704,22,18,16,29,19,21,39,39,34,29,37,46,48,43,40,38,43,40,52,44,54,64,38,41,40,35,29,34,42,49,30,39,25,41,12,29,8,25,689,
032018,岩手県,盛岡市,2025-09-30,仙北三丁目,1339,606,733,13,11,19,16,32,35,31,37,29,28,28,35,31,39,26,24,43,51,51,47,38,43,42,52,39,46,46,54,40,49,42,52,24,42,16,37,16,35,719,
032018,岩手県,盛岡市,2025-09-30,東仙北一丁目,1505,712,793,31,23,28,30,43,43,36,38,42,35,34,46,44,28,42,57,44,52,49,70,76,58,45,63,51,41,40,36,27,44,40,50,25,28,9,27,6,24,734,
032018,岩手県,盛岡市,2025-09-30,東仙北二丁目,799,373,426,11,15,14,13,16,21,9,19,18,22,16,15,25,22,21,23,23,27,27,23,36,40,29,32,27,28,23,21,16,25,34,31,14,23,10,16,4,10,413,
032018,岩手県,盛岡市,2025-09-30,南仙北一丁目,1816,855,961,32,29,45,43,42,47,43,64,45,52,40,55,58,39,51,48,58,61,70,79,86,93,58,54,53,66,57,54,37,43,41,52,22,37,9,26,8,19,841,
032018,岩手県,盛岡市,2025-09-30,南仙北二丁目,2212,1059,1153,49,44,53,44,52,48,44,48,46,38,44,51,63,60,88,78,80,78,73,78,80,75,54,73,87,77,60,85,64,70,47,69,35,57,19,37,21,43,1074,
032018,岩手県,盛岡市,2025-09-30,南仙北三丁目,1245,580,665,26,27,41,40,47,41,31,29,18,16,21,30,39,40,30,36,61,58,51,56,38,48,35,24,24,38,22,48,46,41,24,37,11,19,9,22,6,15,539,
032018,岩手県,盛岡市,2025-09-30,西仙北一丁目（※5）,1628,717,911,21,16,22,24,18,24,23,29,48,32,53,48,63,46,45,47,42,61,38,48,62,74,39,76,52,76,46,57,51,73,35,70,31,52,16,31,12,27,945,※5　仙北町字佐兵衛新田を含む。
032018,岩手県,盛岡市,2025-09-30,西仙北二丁目,969,461,508,12,13,14,14,10,18,30,23,23,19,30,31,41,29,37,44,38,30,27,45,39,47,41,42,25,20,27,35,28,27,17,13,7,26,11,17,4,15,559,
032018,岩手県,盛岡市,2025-09-30,本宮一丁目,1546,736,810,17,25,31,36,33,32,55,39,28,35,36,23,33,34,34,48,56,55,70,73,82,86,43,74,68,51,35,47,35,35,39,43,19,31,14,24,8,19,765,
032018,岩手県,盛岡市,2025-09-30,本宮二丁目,1422,660,762,19,18,28,37,40,34,37,29,35,39,33,44,33,41,42,38,50,59,45,60,61,55,53,67,52,54,42,33,28,39,24,33,16,26,13,36,9,20,696,
032018,岩手県,盛岡市,2025-09-30,本宮三丁目,1517,707,810,23,24,26,20,28,34,23,32,47,48,41,31,54,38,50,51,45,57,59,60,65,61,54,58,50,52,33,49,29,55,31,42,25,28,12,38,12,32,800,
032018,岩手県,盛岡市,2025-09-30,本宮四丁目,1224,585,639,22,20,17,25,25,30,31,22,29,29,39,29,21,27,35,30,37,51,48,47,65,58,46,47,44,42,32,40,29,43,21,25,20,35,18,22,6,17,608,
032018,岩手県,盛岡市,2025-09-30,本宮五丁目,193,90,103,2,8,3,1,1,4,8,4,3,4,6,8,9,4,6,4,7,9,5,7,7,9,8,8,8,6,4,5,4,4,3,5,4,6,1,4,1,3,89,
032018,岩手県,盛岡市,2025-09-30,本宮六丁目,1430,693,737,23,23,29,29,28,31,39,43,44,40,32,30,46,35,31,44,48,44,64,67,84,79,74,68,37,46,31,25,23,31,28,28,18,33,9,19,5,22,711,
032018,岩手県,盛岡市,2025-09-30,本宮七丁目,604,279,325,10,13,5,7,14,13,9,8,23,9,18,18,13,22,16,19,12,19,29,34,31,36,25,22,23,26,12,15,7,19,13,16,7,12,8,10,4,7,311,
032018,岩手県,盛岡市,2025-09-30,向中野一丁目,915,419,496,21,16,23,19,21,25,24,36,20,30,18,19,30,23,15,29,37,29,35,44,50,54,28,28,19,29,24,20,13,28,20,19,9,20,7,14,5,14,422,
